state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class
Washington,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Branch,SUV
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer2,Web,SUV
California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Call Center,Four-Door Car
Oregon,Yes,Extended,College,Retired,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car
Arizona,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,Four-Door Car
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,SUV
Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,SUV
California,No,Premium,College,Employed,F,Rural,Married,Personal Auto,Offer1,Branch,SUV
Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car
Nevada,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer1,Web,Four-Door Car
Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car
Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Offer2,Web,Four-Door Car
Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer2,Call Center,Two-Door Car
Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer1,Web,SUV
California,Yes,Basic,Master,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Branch,SUV
California,Yes,Extended,Doctor,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car
Oregon,No,Basic,College,Unemployed,M,Rural,Married,Personal Auto,Offer1,Agent,Two-Door Car
Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,Two-Door Car
Arizona,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Offer1,Branch,Four-Door Car
Oregon,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car
Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Web,Luxury SUV
Oregon,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Four-Door Car
Arizona,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Offer4,Web,Two-Door Car
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer3,Branch,Four-Door Car
Oregon,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car
Nevada,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,SUV
California,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Offer3,Agent,SUV
Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car
California,Yes,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer2,Branch,SUV
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,SUV
Washington,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,Offer1,Agent,Four-Door Car
Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,SUV
California,Yes,Extended,College,Retired,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car
Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Corporate Auto,Offer4,Agent,SUV
Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car
Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car
Arizona,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer3,Call Center,SUV
Oregon,No,Extended,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Offer1,Branch,Sports Car
Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer4,Call Center,Two-Door Car
Arizona,No,Extended,Bachelor,Employed,M,Urban,Married,Corporate Auto,Offer2,Branch,Four-Door Car
Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Offer2,Agent,Four-Door Car
Oregon,Yes,Extended,Master,Retired,F,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car
California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car
California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Two-Door Car
California,No,Extended,Master,Unemployed,F,Rural,Married,Personal Auto,Offer1,Branch,SUV
Oregon,No,Basic,High School or Below,Medical Leave,M,Suburban,Divorced,Personal Auto,Offer2,Branch,Two-Door Car
California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Offer4,Branch,SUV
California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer3,Branch,SUV
California,No,Basic,Doctor,Employed,M,Urban,Divorced,Personal Auto,Offer3,Agent,Two-Door Car
California,No,Extended,Master,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Call Center,Four-Door Car
Oregon,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Sports Car
Nevada,No,Basic,College,Medical Leave,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car
Arizona,Yes,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Luxury Car
California,No,Extended,Master,Employed,M,Suburban,Married,Corporate Auto,Offer3,Agent,Four-Door Car
Nevada,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Offer2,Web,Sports Car
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Offer3,Web,SUV
Oregon,Yes,Basic,College,Medical Leave,F,Suburban,Single,Personal Auto,Offer1,Web,Two-Door Car
Nevada,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,SUV
Washington,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car
Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer4,Agent,Two-Door Car
Oregon,No,Basic,Bachelor,Disabled,M,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer4,Web,SUV
California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Web,Four-Door Car
Washington,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car
Nevada,No,Extended,Doctor,Employed,F,Rural,Married,Corporate Auto,Offer2,Agent,Two-Door Car
Oregon,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car
California,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Offer2,Call Center,Two-Door Car
California,No,Basic,College,Unemployed,F,Urban,Married,Personal Auto,Offer4,Web,Four-Door Car
California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Branch,Luxury Car
Arizona,No,Premium,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car
Washington,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Corporate Auto,Offer1,Branch,Four-Door Car
California,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Offer2,Agent,Four-Door Car
Oregon,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Sports Car
Oregon,No,Basic,Doctor,Employed,M,Rural,Married,Personal Auto,Offer2,Call Center,Four-Door Car
California,Yes,Extended,Bachelor,Retired,F,Suburban,Single,Personal Auto,Offer1,Agent,SUV
California,Yes,Extended,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car
Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car
California,Yes,Premium,College,Employed,M,Suburban,Married,Corporate Auto,Offer1,Branch,Two-Door Car
California,Yes,Extended,Master,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Agent,SUV
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Agent,Two-Door Car
Arizona,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer1,Call Center,SUV
California,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,Offer4,Branch,Four-Door Car
Arizona,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer3,Branch,SUV
Arizona,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,SUV
Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car
California,No,Basic,College,Employed,F,Rural,Divorced,Corporate Auto,Offer4,Call Center,Four-Door Car
Washington,No,Extended,Bachelor,Disabled,M,Rural,Divorced,Personal Auto,Offer1,Web,Two-Door Car
Arizona,No,Extended,College,Employed,M,Rural,Divorced,Personal Auto,Offer1,Web,Four-Door Car
California,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car
Oregon,No,Extended,College,Employed,M,Rural,Divorced,Personal Auto,Offer1,Branch,Four-Door Car
California,Yes,Extended,College,Retired,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car
Oregon,No,Basic,Master,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Four-Door Car
California,No,Premium,College,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Call Center,SUV
Washington,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Offer2,Web,Four-Door Car
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car
Nevada,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Offer2,Web,Four-Door Car
California,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car
Nevada,No,Premium,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Offer3,Agent,Four-Door Car
Oregon,No,Basic,High School or Below,Retired,M,Suburban,Single,Corporate Auto,Offer1,Call Center,SUV
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car
Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Branch,Four-Door Car
California,No,Basic,Doctor,Employed,M,Rural,Single,Personal Auto,Offer2,Agent,Four-Door Car
California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer3,Call Center,Four-Door Car
Washington,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Web,SUV
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer4,Agent,Luxury Car
Arizona,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Offer2,Agent,Four-Door Car
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car
Arizona,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car
Oregon,No,Basic,Master,Employed,M,Rural,Divorced,Personal Auto,Offer4,Web,Four-Door Car
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer1,Web,SUV
Washington,No,Basic,High School or Below,Medical Leave,M,Suburban,Divorced,Personal Auto,Offer3,Call Center,Two-Door Car
Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car
California,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate Auto,Offer3,Branch,Four-Door Car
Arizona,Yes,Extended,College,Employed,M,Suburban,Married,Corporate Auto,Offer1,Branch,Four-Door Car
Oregon,No,Premium,Master,Medical Leave,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car
California,No,Extended,College,Employed,F,Suburban,Single,Special Auto,Offer1,Branch,Four-Door Car
California,No,Basic,College,Employed,M,Urban,Single,Personal Auto,Offer3,Agent,Four-Door Car
Arizona,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Offer3,Call Center,Four-Door Car
Nevada,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car
Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Agent,SUV
California,No,Extended,High School or Below,Employed,M,Urban,Married,Corporate Auto,Offer2,Call Center,Two-Door Car
California,No,Extended,Master,Employed,F,Urban,Married,Corporate Auto,Offer3,Branch,SUV
California,No,Extended,High School or Below,Employed,M,Rural,Single,Personal Auto,Offer1,Agent,Four-Door Car
California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Web,Four-Door Car
California,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Offer3,Agent,Four-Door Car
Oregon,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car
Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car
Washington,No,Basic,Master,Employed,M,Rural,Married,Corporate Auto,Offer1,Agent,SUV
California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer3,Branch,Luxury SUV
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,Offer3,Agent,Luxury Car
Nevada,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car
California,No,Basic,Doctor,Employed,M,Suburban,Single,Corporate Auto,Offer3,Agent,Two-Door Car
Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Offer2,Call Center,Two-Door Car
California,No,Extended,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer1,Agent,Four-Door Car
Oregon,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Two-Door Car
Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car
Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car
Arizona,No,Basic,Master,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Two-Door Car
Arizona,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car
Arizona,No,Extended,Master,Employed,M,Suburban,Divorced,Corporate Auto,Offer2,Agent,Two-Door Car
Oregon,No,Extended,Doctor,Employed,M,Rural,Married,Personal Auto,Offer4,Web,Four-Door Car
Arizona,No,Extended,College,Unemployed,M,Suburban,Single,Corporate Auto,Offer4,Call Center,Two-Door Car
Oregon,No,Basic,Bachelor,Employed,F,Rural,Single,Corporate Auto,Offer1,Call Center,Luxury SUV
Oregon,Yes,Extended,College,Medical Leave,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Call Center,Two-Door Car
Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,Offer4,Call Center,Sports Car
Washington,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer2,Call Center,Four-Door Car
California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car
California,No,Premium,Bachelor,Employed,M,Urban,Married,Corporate Auto,Offer3,Agent,Four-Door Car
Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer4,Call Center,Luxury Car
Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car
Oregon,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Offer3,Agent,SUV
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,SUV
Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Two-Door Car
California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Offer2,Agent,Four-Door Car
Arizona,No,Extended,Doctor,Employed,M,Rural,Single,Personal Auto,Offer1,Agent,Sports Car
Nevada,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer4,Agent,SUV
Arizona,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car
Washington,Yes,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer2,Call Center,Two-Door Car
Oregon,No,Premium,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Branch,Four-Door Car
California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer4,Branch,Two-Door Car
Oregon,No,Basic,Doctor,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car
Nevada,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Special Auto,Offer2,Agent,SUV
California,No,Extended,College,Employed,M,Rural,Divorced,Special Auto,Offer3,Web,Four-Door Car
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car
Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Luxury Car
California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car
Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer2,Call Center,Two-Door Car
Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer4,Branch,Two-Door Car
California,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car
Washington,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer3,Agent,Four-Door Car
California,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car
Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer4,Branch,Four-Door Car
Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Offer2,Web,Four-Door Car
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Branch,Two-Door Car
Washington,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car
California,Yes,Extended,Master,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Sports Car
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car
California,No,Extended,College,Employed,F,Rural,Divorced,Personal Auto,Offer4,Agent,Four-Door Car
California,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Offer1,Web,SUV
Washington,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Offer2,Agent,Four-Door Car
Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car
Oregon,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Offer4,Call Center,Four-Door Car
Oregon,Yes,Extended,College,Employed,M,Urban,Divorced,Personal Auto,Offer2,Call Center,Four-Door Car
Oregon,No,Premium,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer2,Agent,SUV
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Branch,SUV
California,No,Premium,College,Disabled,M,Suburban,Divorced,Personal Auto,Offer4,Agent,SUV
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer3,Call Center,Four-Door Car
California,Yes,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Offer1,Branch,Sports Car
Nevada,No,Extended,College,Employed,F,Urban,Divorced,Personal Auto,Offer1,Web,Four-Door Car
Arizona,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer1,Branch,Luxury SUV
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Offer4,Call Center,Four-Door Car
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Agent,Sports Car
California,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer2,Agent,SUV
California,No,Premium,High School or Below,Employed,M,Urban,Married,Corporate Auto,Offer1,Call Center,SUV
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car
Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Offer3,Call Center,SUV
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer3,Agent,Sports Car
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Four-Door Car
Washington,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Two-Door Car
California,No,Premium,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car
Oregon,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Offer1,Web,Two-Door Car
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer4,Branch,Two-Door Car
Arizona,Yes,Basic,High School or Below,Medical Leave,M,Suburban,Single,Special Auto,Offer1,Call Center,SUV
Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car
California,Yes,Basic,College,Retired,M,Suburban,Married,Personal Auto,Offer2,Agent,Two-Door Car
Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer3,Branch,Four-Door Car
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Offer3,Branch,SUV
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer3,Agent,Luxury SUV
California,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Web,SUV
California,No,Basic,College,Unemployed,M,Suburban,Divorced,Personal Auto,Offer2,Web,Four-Door Car
California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Offer3,Agent,Four-Door Car
Washington,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer4,Call Center,Four-Door Car
Oregon,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Special Auto,Offer2,Agent,Luxury Car
Arizona,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer2,Agent,Four-Door Car
Washington,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Luxury Car
California,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,Two-Door Car
Oregon,No,Basic,Doctor,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Sports Car
Washington,No,Premium,High School or Below,Employed,M,Urban,Married,Corporate Auto,Offer1,Call Center,Four-Door Car
California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer4,Call Center,Two-Door Car
Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Offer1,Branch,Sports Car
Washington,Yes,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,SUV
California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Offer4,Branch,Four-Door Car
Oregon,No,Basic,High School or Below,Unemployed,M,Urban,Married,Personal Auto,Offer3,Branch,Two-Door Car
Washington,No,Extended,Bachelor,Retired,F,Suburban,Single,Personal Auto,Offer1,Branch,Four-Door Car
Nevada,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer1,Branch,Four-Door Car
Oregon,No,Extended,Master,Employed,M,Urban,Single,Special Auto,Offer4,Branch,Two-Door Car
Oregon,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer4,Agent,SUV
Oregon,Yes,Basic,College,Employed,M,Urban,Married,Corporate Auto,Offer2,Web,Four-Door Car
California,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Offer1,Agent,Four-Door Car
California,No,Extended,Doctor,Employed,F,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car
Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car
Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Offer3,Branch,Four-Door Car
California,Yes,Basic,High School or Below,Disabled,F,Suburban,Single,Corporate Auto,Offer1,Web,Two-Door Car
California,No,Extended,Bachelor,Employed,M,Urban,Single,Personal Auto,Offer1,Agent,Four-Door Car
Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car
Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car
Arizona,No,Basic,College,Employed,M,Urban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Corporate Auto,Offer1,Agent,Sports Car
Washington,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,Two-Door Car
California,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Offer2,Web,SUV
Arizona,No,Basic,College,Unemployed,M,Suburban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer3,Call Center,Two-Door Car
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car
Oregon,Yes,Extended,College,Unemployed,F,Suburban,Divorced,Special Auto,Offer2,Agent,Four-Door Car
Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car
Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car
California,No,Basic,College,Disabled,F,Suburban,Divorced,Personal Auto,Offer2,Call Center,Sports Car
Washington,No,Premium,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Offer2,Branch,Two-Door Car
Arizona,No,Basic,Doctor,Unemployed,F,Suburban,Married,Corporate Auto,Offer2,Call Center,Two-Door Car
Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car
Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car
